From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_001045	-4.3	0.0918	79.46	6532	Homo sapiens	solute carrier family 6 member 4(SLC6A4)	SLC6A4
NM_001045476	-5.28	0.359	165.58	401551	Homo sapiens	WD repeat domain 38(WDR38)	WDR38
NM_001045556	-3.47	0.265	99.13	6503	Homo sapiens	Src-like-adaptor(SLA)	SLA
NM_001045557	-1.28	0.57	25.91	6503	Homo sapiens	Src-like-adaptor(SLA)	SLA
NM_001046	-1.08	0.488	23259.87	6558	Homo sapiens	solute carrier family 12 member 2(SLC12A2)	SLC12A2
NM_001048200	-1.38	0.0946	38974.81	10114	Homo sapiens	homeodomain interacting protein kinase 3(HIPK3)	HIPK3
NM_001048221	-2.48	0.152	3215.01	55861	Homo sapiens	dysbindin domain containing 2(DBNDD2)	DBNDD2
NM_001048265	-1.8	0.152	3849.56	138162	Homo sapiens	chromosome 9 open reading frame 116(C9orf116)	C9orf116
NM_001050	-2.6	0.129	3081.2	6752	Homo sapiens	somatostatin receptor 2(SSTR2)	SSTR2
NM_001051	-2.01	0.151	29.45	6753	Homo sapiens	somatostatin receptor 3(SSTR3)	SSTR3
NM_001053	-5.79	0.307	55.35	6755	Homo sapiens	somatostatin receptor 5(SSTR5)	SSTR5
NM_001054	-5.12	0.0872	260.13	6799	Homo sapiens	sulfotransferase family 1A member 2(SULT1A2)	SULT1A2
NM_001055	-3.09	0.121	1236.76	6817	Homo sapiens	sulfotransferase family 1A member 1(SULT1A1)	SULT1A1
NM_001058	-1.2	0.454	326.48	6869	Homo sapiens	tachykinin receptor 1(TACR1)	TACR1
NM_001059	-5.73	0.258	508.87	6870	Homo sapiens	tachykinin receptor 3(TACR3)	TACR3
NM_001062	-10.41	0.347	142931.02	6947	Homo sapiens	transcobalamin 1(TCN1)	TCN1
NM_001063	-1.32	0.239	79.54	7018	Homo sapiens	transferrin(TF)	TF
NM_001073	-9.9	0.335	958.27	10720	Homo sapiens	UDP glucuronosyltransferase family 2 member B11(UGT2B11)	UGT2B11
NM_001075	-9.13	0.331	1249.77	7365	Homo sapiens	UDP glucuronosyltransferase family 2 member B10(UGT2B10)	Ugt2b10
NM_001075	-6.45	0.338	90.98	7365	Homo sapiens	UDP glucuronosyltransferase family 2 member B10(UGT2B10)	Ugt2b10
NM_001075099	-7.04	0.219	764.76	8631	Homo sapiens	src kinase associated phosphoprotein 1(SKAP1)	SKAP1
NM_001076	-5.69	0.261	5918.52	7366	Homo sapiens	UDP glucuronosyltransferase family 2 member B15(UGT2B15)	UGT2B15
NM_001076680	-1.79	0.316	329.79	201229	Homo sapiens	LYR motif containing 9(LYRM9)	LYRM9
NM_001076684	-1.9	0.0809	10967.29	7343	Homo sapiens	upstream binding transcription factor, RNA polymerase I(UBTF)	UBTF
NM_001076780	-2.55	0.146	239.28	114780	Homo sapiens	polycystin 1 like 2 (gene/pseudogene)(PKD1L2)	PKD1L2
NM_001077188	-1.61	0.112	536.45	90161	Homo sapiens	heparan sulfate 6-O-sulfotransferase 2(HS6ST2)	HS6ST2
NM_001077195	-1.24	0.28	3544.26	80818	Homo sapiens	zinc finger protein 436(ZNF436)	ZNF436
NM_001077206	-11.21	0.143	2374.87	22872	Homo sapiens	SEC31 homolog A, COPII coat complex component(SEC31A)	SEC31A
NM_001077207	-11.92	0.141	3876.1	22872	Homo sapiens	SEC31 homolog A, COPII coat complex component(SEC31A)	SEC31A
NM_001077208	-10.92	0.284	1939.35	22872	Homo sapiens	SEC31 homolog A, COPII coat complex component(SEC31A)	SEC31A
NM_001077241	-1.45	0.112	857.49	283130	Homo sapiens	solute carrier family 25 member 45(SLC25A45)	SLC25A45
NM_001077351	-1.33	0.119	2530.24	55147	Homo sapiens	RNA binding motif protein 23(RBM23)	RBM23
NM_001077358	-1.21	0.326	57.04	50940	Homo sapiens	phosphodiesterase 11A(PDE11A)	PDE11A
NM_001077365	-1.08	0.149	2035.23	10585	Homo sapiens	protein O-mannosyltransferase 1(POMT1)	POMT1
NM_001077400	-2.72	0.172	80.46	90342	Homo sapiens	fer-1 like family member 5(FER1L5)	FER1L5
NM_001077441	-1.09	0.0621	12231.72	9774	Homo sapiens	BCL2 associated transcription factor 1(BCLAF1)	BCLAF1
NM_001077470	-7.19	0.0614	146.23	9970	Homo sapiens	nuclear receptor subfamily 1 group I member 3(NR1I3)	NR1I3
NM_001077481	-6.14	0.347	70.52	9970	Homo sapiens	nuclear receptor subfamily 1 group I member 3(NR1I3)	NR1I3
NM_001077488	-1.64	0.22	96376.12	2778	Homo sapiens	GNAS complex locus(GNAS)	GNAS
NM_001077500	-5.16	0.309	2243.69	5655	Homo sapiens	kallikrein related peptidase 10(KLK10)	KLK10
NM_001077501	-1.22	0.071	6909.44	85444	Homo sapiens	leucine rich repeat and coiled-coil centrosomal protein 1(LRRCC1)	LRRCC1
NM_001077503	-2.63	0.206	9.03	255061	Homo sapiens	tachykinin 4 (hemokinin)(TAC4)	TAC4
NM_001077504	-2.72	0.141	9.79	255061	Homo sapiens	tachykinin 4 (hemokinin)(TAC4)	TAC4
NM_001077505	-2.47	0.142	7.91	255061	Homo sapiens	tachykinin 4 (hemokinin)(TAC4)	TAC4
NM_001077506	-2.77	0.14	9.76	255061	Homo sapiens	tachykinin 4 (hemokinin)(TAC4)	TAC4
NM_001077594	-5.14	0.0676	428.42	91828	Homo sapiens	exocyst complex component 3 like 4(EXOC3L4)	EXOC3L4
NM_001077664	-1.08	0.0795	9386.54	55665	Homo sapiens	upregulator of cell proliferation(URGCP)	URGCP
NM_001077693	-2.01	0.134	36.12	641700	Homo sapiens	endothelial cell surface expressed chemotaxis and apoptosis regulator(ECSCR)	ECSCR
NM_001077706	-1.17	0.156	108.63	345930	Homo sapiens	epithelial cell transforming 2 like(ECT2L)	ECT2L
NM_001078175	-1.57	0.108	8470.25	2030	Homo sapiens	solute carrier family 29 member 1 (Augustine blood group)(SLC29A1)	SLC29A1
NM_001078650	-2.82	0.0984	4912.08	80194	Homo sapiens	transmembrane protein 134(TMEM134)	TMEM134
NM_001078651	-3.82	0.118	948.04	80194	Homo sapiens	transmembrane protein 134(TMEM134)	TMEM134
NM_001079	-3.49	0.0586	111.69	7535	Homo sapiens	zeta chain of T cell receptor associated protein kinase 70(ZAP70)	ZAP70
NM_001079526	-1.51	0.144	5315.68	22807	Homo sapiens	IKAROS family zinc finger 2(IKZF2)	IKZF2
NM_001079527	-3.82	0.106	14.1	653316	Homo sapiens	family with sequence similarity 153, member C, pseudogene(FAM153C)	FAM153C
NM_001079536	-2.58	0.417	17.83	116969	Homo sapiens	ADP-ribosyltransferase 5(ART5)	ART5
NM_001079803	-2.1	0.113	12314.51	2548	Homo sapiens	glucosidase alpha, acid(GAA)	gaa
NM_001079809	-1.44	0.241	4998.42	653659	Homo sapiens	transmembrane protein 183B(TMEM183B)	TMEM183B
NM_001079827	-1.45	0.347	2.74	645104	Homo sapiens	clarin 2(CLRN2)	CLRN2
NM_001079855	-3.5	0.074	5672.07	8908	Homo sapiens	glycogenin 2(GYG2)	GYG2
NM_001079871	-5.39	0.136	921.88	9001	Homo sapiens	huntingtin associated protein 1(HAP1)	HAP1
NM_001079874	-8.11	0.111	24678.63	10451	Homo sapiens	vav guanine nucleotide exchange factor 3(VAV3)	VAV3
NM_001079906	-1.35	0.167	2903.65	55422	Homo sapiens	zinc finger protein 331(ZNF331)	ZNF331
NM_001079911	-3.26	0.122	17.96	1758	Homo sapiens	dentin matrix acidic phosphoprotein 1(DMP1)	DMP1
NM_001080114	-1.22	0.573	37.27	11155	Homo sapiens	LIM domain binding 3(LDB3)	LDB3
NM_001080115	-3.23	0.301	36.22	11155	Homo sapiens	LIM domain binding 3(LDB3)	LDB3
NM_001080116	-3.13	0.316	30.64	11155	Homo sapiens	LIM domain binding 3(LDB3)	LDB3
NM_001080399	-1.19	0.347	2.29	729330	Homo sapiens	otoconin 90(OC90)	OC90
NM_001080413	-2.24	0.347	4.73	135935	Homo sapiens	NOBOX oogenesis homeobox(NOBOX)	NOBOX
NM_001080414	-1.23	0.17	17046.37	440193	Homo sapiens	coiled-coil domain containing 88C(CCDC88C)	CCDC88C
NM_001080418	-3.35	0.115	1398.48	58512	Homo sapiens	DLG associated protein 3(DLGAP3)	DLGAP3
NM_001080425	-2.1	0.0955	11074.45	56271	Homo sapiens	brain expressed X-linked 4(BEX4)	BEX4
NM_001080426	-3.98	0.262	34.8	92235	Homo sapiens	dual specificity phosphatase 27 (putative)(DUSP27)	DUSP27
NM_001080430	-10.66	0.138	9712.01	27324	Homo sapiens	TOX high mobility group box family member 3(TOX3)	TOX3
NM_001080433	-1.37	0.388	5235.76	114800	Homo sapiens	coiled-coil domain containing 85A(CCDC85A)	CCDC85A
NM_001080438	-1.97	0.347	3.91	127550	Homo sapiens	alpha 1,3-galactosyltransferase 2(A3GALT2)	A3GALT2
NM_001080439	-1.18	0.388	16.73	124535	Homo sapiens	heat shock transcription factor 5(HSF5)	hsf5
NM_001080440	-1.02	0.347	2.03	131149	Homo sapiens	otolin 1(OTOL1)	OTOL1
NM_001080441	-8.36	0.207	387.94	143941	Homo sapiens	tetratricopeptide repeat domain 36(TTC36)	TTC36
NM_001080442	-4.17	0.143	17.99	146167	Homo sapiens	solute carrier family 38 member 8(SLC38A8)	SLC38A8
NM_001080444	-2.79	0.101	1055.32	150084	Homo sapiens	immunoglobulin superfamily member 5(IGSF5)	IGSF5
NM_001080446	-2.7	0.172	6.48	143678	Homo sapiens	chromosome 11 open reading frame 94(C11orf94)	C11orf94
NM_001080447	-1.03	0.534	5.43	164714	Homo sapiens	tubulin tyrosine ligase like 8(TTLL8)	TTLL8
NM_001080448	-2.35	0.449	405.29	285220	Homo sapiens	EPH receptor A6(EPHA6)	epha6
NM_001080451	-7.08	0.125	135.08	256394	Homo sapiens	serpin family A member 11(SERPINA11)	SERPINA11
NM_001080458	-1.48	0.432	15.05	344191	Homo sapiens	even-skipped homeobox 2(EVX2)	EVX2
NM_001080460	-4.21	0.0588	258.66	344657	Homo sapiens	leucine rich repeats and IQ motif containing 4(LRRIQ4)	LRRIQ4
NM_001080461	-8.06	0.347	267.06	340260	Homo sapiens	UNC homeobox(UNCX)	UNCX
NM_001080464	-3.12	0.0623	8.68	374569	Homo sapiens	asparaginase(ASPG)	ASPG
NM_001080466	-4.83	0.157	28.5	388419	Homo sapiens	BTB domain containing 17(BTBD17)	BTBD17
NM_001080473	-1.34	0.416	28.89	388931	Homo sapiens	major facilitator superfamily domain containing 2B(MFSD2B)	MFSD2B
NM_001080478	-3.24	0.0597	61.63	389257	Homo sapiens	leucine rich repeat containing 14B(LRRC14B)	LRRC14B
NM_001080486	-1.03	0.347	2.04	390243	Homo sapiens	IZUMO1 receptor, JUNO(IZUMO1R)	IZUMO1R
NM_001080490	-3.04	0.0502	8.21	123745	Homo sapiens	phospholipase A2 group IVE(PLA2G4E)	PLA2G4E
NM_001080506	-4.6	0.146	18858.74	441027	Homo sapiens	transmembrane protein 150C(TMEM150C)	tmem150c
NM_001080511	-4.83	0.178	28.48	154790	Homo sapiens	C-type lectin domain family 2 member L(CLEC2L)	CLEC2L
NM_001080513	-1.49	0.14	76.47	1370	Homo sapiens	carboxypeptidase N subunit 2(CPN2)	CPN2
NM_001080514	-1.03	0.536	6.9	642658	Homo sapiens	scleraxis bHLH transcription factor(SCX)	SCX
NM_001080516	-1.97	0.347	3.92	643226	Homo sapiens	glutaredoxin and cysteine rich domain containing 2(GRXCR2)	GRXCR2
NM_001080518	-1.08	0.347	2.11	643414	Homo sapiens	lipase family member K(LIPK)	LIPK
NM_001080521	-2.22	0.167	169.98	644943	Homo sapiens	Ras association domain family member 10(RASSF10)	RASSF10
NM_001080524	-2.99	0.166	7.94	646174	Homo sapiens	chromosome 16 open reading frame 90(C16orf90)	C16orf90
NM_001080525	-9.62	0.264	1415.6	646424	Homo sapiens	serine peptidase inhibitor, Kazal type 8 (putative)(SPINK8)	SPINK8
NM_001080529	-3.94	0.106	226.64	644150	Homo sapiens	WAS/WASL interacting protein family member 3(WIPF3)	WIPF3
NM_001080532	-1.91	0.108	102.77	342125	Homo sapiens	transmembrane channel like 3(TMC3)	TMC3
NM_001080537	-3.38	0.076	535.26	132203	Homo sapiens	sentan, cilia apical structure protein(SNTN)	SNTN
NM_001080556	-2.36	0.296	74.39	146845	Homo sapiens	cilia and flagella associated protein 52(CFAP52)	CFAP52
NM_001080825	-1.36	0.0566	46076.52	144404	Homo sapiens	transmembrane protein 120B(TMEM120B)	TMEM120B
NM_001080830	-1.37	0.262	11.43	390999	Homo sapiens	PRAME family member 12(PRAMEF12)	PRAMEF12
NM_001080836	-1.2	0.365	67.18	644890	Homo sapiens	meiosis/spermiogenesis associated 1(MEIG1)	MEIG1
NM_001081004	-1.07	0.38	779.91	28991	Homo sapiens	COMM domain containing 5(COMMD5)	COMMD5
NM_001081455	-2.16	0.203	5.2	9934	Homo sapiens	purinergic receptor P2Y14(P2RY14)	P2RY14
NM_001081638	-1.3	0.134	13.32	10859	Homo sapiens	leukocyte immunoglobulin like receptor B1(LILRB1)	LILRB1
NM_001081639	-1.28	0.146	12.89	10859	Homo sapiens	leukocyte immunoglobulin like receptor B1(LILRB1)	LILRB1
NM_001081686	-1.57	0.0548	2.98	57818	Homo sapiens	glucose-6-phosphatase catalytic subunit 2(G6PC2)	G6PC2
NM_001081754	-1	0.153	43.67	2006	Homo sapiens	elastin(ELN)	ELN
NM_001082	-4.26	0.11	22.97	8529	Homo sapiens	cytochrome P450 family 4 subfamily F member 2(CYP4F2)	CYP4F2
NM_001082533	-1.27	0.502	5.98	56934	Homo sapiens	carbonic anhydrase 10(CA10)	CA10
NM_001082537	-1.5	0.44	2345.01	79600	Homo sapiens	tectonic family member 1(TCTN1)	tctn1
NM_001082967	-3.92	0.316	216.23	25817	Homo sapiens	family with sequence similarity 19 member A5, C-C motif chemokine like(FAM19A5)	FAM19A5
NM_001082971	-3.72	0.121	84.46	1644	Homo sapiens	dopa decarboxylase(DDC)	DDC
NM_001082972	-1.26	0.499	4.3	55259	Homo sapiens	cancer susceptibility candidate 1(CASC1)	CASC1
NM_001082973	-4.29	0.325	84	55259	Homo sapiens	cancer susceptibility candidate 1(CASC1)	CASC1
NM_001083536	-6.22	0.0966	2053.6	89846	Homo sapiens	FYVE, RhoGEF and PH domain containing 3(FGD3)	FGD3
NM_001083585	-1.4	0.115	28683.57	9135	Homo sapiens	rabaptin, RAB GTPase binding effector protein 1(RABEP1)	RABEP1
NM_001083601	-1.59	0.0809	6981.17	79903	Homo sapiens	N(alpha)-acetyltransferase 60, NatF catalytic subunit(NAA60)	NAA60
NM_001083612	-1.73	0.123	910.27	123688	Homo sapiens	hydroxylysine kinase(HYKK)	HYKK
NM_001083613	-1.07	0.084	8819.5	124446	Homo sapiens	transmembrane protein 219(TMEM219)	TMEM219
NM_001083615	-1.99	0.229	34.7	140469	Homo sapiens	myosin IIIB(MYO3B)	MYO3B
NM_001083619	-6.67	0.26	460.35	2891	Homo sapiens	glutamate ionotropic receptor AMPA type subunit 2(GRIA2)	GRIA2
NM_001083620	-3.83	0.199	30.82	2891	Homo sapiens	glutamate ionotropic receptor AMPA type subunit 2(GRIA2)	GRIA2
NM_001083621	-1.08	0.327	21291.55	9923	Homo sapiens	zinc finger and BTB domain containing 40(ZBTB40)	ZBTB40
NM_001083893	-1.61	0.0963	4234.89	29966	Homo sapiens	striatin 3(STRN3)	STRN3
NM_001083899	-9.46	0.0542	706.44	51206	Homo sapiens	glycoprotein VI platelet(GP6)	GP6
NM_001083909	-5.4	0.122	47.28	84435	Homo sapiens	adhesion G protein-coupled receptor A1(ADGRA1)	ADGRA1
NM_001083913	-1.11	0.0916	68096.1	54838	Homo sapiens	WW domain binding protein 1-like(WBP1L)	WBP1L
NM_001083924	-2.56	0.131	965.74	79098	Homo sapiens	chromosome 1 open reading frame 116(C1orf116)	c1orf116
NM_001083926	-3.27	0.098	3348.37	80150	Homo sapiens	asparaginase like 1(ASRGL1)	ASRGL1
NM_001083947	-6.75	0.163	389.61	56649	Homo sapiens	transmembrane protease, serine 4(TMPRSS4)	TMPRSS4
NM_001083963	-1.01	0.116	6322.61	11022	Homo sapiens	tudor and KH domain containing(TDRKH)	TDRKH
NM_001085	-8.03	0.264	24578.52	12	Homo sapiens	serpin family A member 3(SERPINA3)	SERPINA3
NM_001085347	-2.55	0.435	2276.97	27433	Homo sapiens	torsin family 2 member A(TOR2A)	TOR2A
NM_001085375	-4.01	0.0604	23666.46	400793	Homo sapiens	chromosome 1 open reading frame 226(C1orf226)	C1orf226
NM_001085377	-1.08	0.381	3344.93	4163	Homo sapiens	mutated in colorectal cancers(MCC)	MCC
NM_001085382	-3.54	0.282	30.32	768239	Homo sapiens	prosaposin-like 1 (gene/pseudogene)(PSAPL1)	PSAPL1
NM_001085384	-2.07	0.271	457.87	7710	Homo sapiens	zinc finger protein 154(ZNF154)	ZNF154
NM_001085398	-8.48	0.341	723.72	100038246	Homo sapiens	TLX1 neighbor(TLX1NB)	TLX1NB
NM_001085428	-1.13	0.0569	1161.12	410	Homo sapiens	arylsulfatase A(ARSA)	ARSA
NM_001085429	-1.63	0.329	56.56	155006	Homo sapiens	transmembrane protein 213(TMEM213)	TMEM213
NM_001085430	-1.99	0.375	71.7	339210	Homo sapiens	chromosome 17 open reading frame 67(C17orf67)	c17orf67
NM_001085437	-9.68	0.16	12564.29	79919	Homo sapiens	chromosome 2 open reading frame 54(C2orf54)	C2ORF54
NM_001085474	-2.37	0.328	9.42	646627	Homo sapiens	LY6/PLAUR domain containing 8(LYPD8)	LYPD8
NM_001085476	-1.54	0.0574	146.75	653404	Homo sapiens	forkhead box D4-like 6(FOXD4L6)	FOXD4L6
NM_001085486	-5.3	0.122	2464	6414	Homo sapiens	selenoprotein P(SELENOP)	SELENOP
NM_001088	-1.62	0.146	31.85	15	Homo sapiens	aralkylamine N-acetyltransferase(AANAT)	AANAT
NM_001089584	-6.97	0.207	840.38	134121	Homo sapiens	chromosome 5 open reading frame 49(C5orf49)	C5orf49
NM_001091	-5.5	0.354	1526.35	26	Homo sapiens	amine oxidase, copper containing 1(AOC1)	AOC1
NM_001093	-1.06	0.223	1703.67	32	Homo sapiens	acetyl-CoA carboxylase beta(ACACB)	ACACB
NM_001093726	-10.17	0.0582	26318.42	6414	Homo sapiens	selenoprotein P(SELENOP)	SELENOP
NM_001093770	-3.94	0.104	15.38	653509	Homo sapiens	surfactant protein A1(SFTPA1)	SFTPA1
NM_001093772	-2.48	0.213	267.14	3815	Homo sapiens	KIT proto-oncogene receptor tyrosine kinase(KIT)	KIT
NM_001094	-3.37	0.287	10.33	40	Homo sapiens	acid sensing ion channel subunit 2(ASIC2)	ASIC2
NM_001097	-1.17	0.216	45.86	49	Homo sapiens	acrosin(ACR)	ACR
NM_001097579	-1.38	0.0925	7.4	2857	Homo sapiens	G protein-coupled receptor 34(GPR34)	GPR34
NM_001097589	-1.05	0.194	2.08	6707	Homo sapiens	small proline rich protein 3(SPRR3)	SPRR3
NM_001097611	-5.52	0.266	48.73	148930	Homo sapiens	kinocilin(KNCN)	KNCN
NM_001097615	-1.43	0.338	1655.36	548644	Homo sapiens	RNA polymerase II subunit J3(POLR2J3)	POLR2J3
NM_001097636	-1.94	0.363	3118.99	2650	Homo sapiens	glucosaminyl (N-acetyl) transferase 1, core 2(GCNT1)	GCNT1
NM_001097639	-5.62	0.286	1164.76	2525	Homo sapiens	fucosyltransferase 3 (Lewis blood group)(FUT3)	FUT3
NM_001097640	-3.16	0.106	240.05	2525	Homo sapiens	fucosyltransferase 3 (Lewis blood group)(FUT3)	FUT3
NM_001097641	-4.05	0.208	292.92	2525	Homo sapiens	fucosyltransferase 3 (Lewis blood group)(FUT3)	FUT3
NM_001097642	-8.68	0.335	1102.55	2705	Homo sapiens	gap junction protein beta 1(GJB1)	GJB1
NM_001097643	-1.86	0.304	69.05	259293	Homo sapiens	taste 2 receptor member 30(TAS2R30)	TAS2R30
NM_001098200	-3.58	0.241	39.07	2841	Homo sapiens	G protein-coupled receptor 18(GPR18)	GPR18
NM_001098201	-7.61	0.327	14951.68	2852	Homo sapiens	G protein-coupled estrogen receptor 1(GPER1)	GPER1
NM_001098270	-4.57	0.108	766.09	4248	Homo sapiens	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase(MGAT3)	MGAT3
NM_001098405	-9.97	0.347	0	100008586	Homo sapiens	G antigen 12F(GAGE12F)	GAGE12F
NM_001098411	-3.48	0.347	11.19	645037	Homo sapiens	G antigen 2B(GAGE2B)	GAGE2B
NM_001098418	-8.97	0.347	0	729431	Homo sapiens	G antigen 12E(GAGE12E)	GAGE12E
NM_001098424	-2.02	0.126	13665.64	1739	Homo sapiens	discs large MAGUK scaffold protein 1(DLG1)	DLG1
NM_001098475	-2.64	0.0747	6.22	126668	Homo sapiens	tudor domain containing 10(TDRD10)	TDRD10
NM_001098493	-1.04	0.192	1231.74	79744	Homo sapiens	zinc finger protein 419(ZNF419)	ZNF419
NM_001098494	-1.06	0.0841	304.1	79744	Homo sapiens	zinc finger protein 419(ZNF419)	ZNF419
NM_001098501	-1.6	0.0981	4474.38	56243	Homo sapiens	KIAA1217(KIAA1217)	KIAA1217
NM_001098505	-1.5	0.102	231483.78	10521	Homo sapiens	DEAD-box helicase 17(DDX17)	DDX17
NM_001098506	-3.77	0.209	13.62	90273	Homo sapiens	carcinoembryonic antigen related cell adhesion molecule 21(CEACAM21)	CEACAM21
NM_001098509	-1.26	0.0556	32763.14	9905	Homo sapiens	small G protein signaling modulator 2(SGSM2)	SGSM2
NM_001098514	-10.28	0.345	3946.66	146556	Homo sapiens	chromosome 16 open reading frame 89(C16orf89)	C16orf89
NM_001098517	-1.34	0.486	19910.42	23705	Homo sapiens	cell adhesion molecule 1(CADM1)	CADM1
NM_001098519	-5.53	0.328	182.73	254050	Homo sapiens	leucine rich repeat containing 43(LRRC43)	LRRC43
NM_001098532	-2.84	0.294	1231.31	10411	Homo sapiens	Rap guanine nucleotide exchange factor 3(RAPGEF3)	RAPGEF3
NM_001098616	-1.41	0.0924	33247.25	25912	Homo sapiens	chromosome 1 open reading frame 43(C1orf43)	c1orf43
NM_001098623	-1.81	0.109	3287.51	84033	Homo sapiens	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF(OBSCN)	OBSCN
NM_001098637	-1.02	0.0687	1790.09	170394	Homo sapiens	PWWP domain containing 2B(PWWP2B)	PWWP2B
NM_001098670	-2.86	0.186	48.09	10235	Homo sapiens	RAS guanyl releasing protein 2(RASGRP2)	RASGRP2
NM_001098671	-2.19	0.229	36.69	10235	Homo sapiens	RAS guanyl releasing protein 2(RASGRP2)	RASGRP2
NM_001098672	-3.47	0.141	183.08	341208	Homo sapiens	hephaestin like 1(HEPHL1)	HEPHL1
NM_001098722	-1.49	0.509	19126.36	2786	Homo sapiens	G protein subunit gamma 4(GNG4)	GNG4
NM_001098725	-2.33	0.0606	5.04	8115	Homo sapiens	T-cell leukemia/lymphoma 1A(TCL1A)	TCL1A
NM_001098808	-1.17	0.258	49.22	445577	Homo sapiens	chromosome 9 open reading frame 129(C9orf129)	C9orf129
NM_001098812	-1.76	0.234	7655.26	23176	Homo sapiens	septin 8(SEPT8)	SEPT8
NM_001098813	-1.82	0.367	6347.33	23176	Homo sapiens	septin 8(SEPT8)	SEPT8
NM_001098816	-2.95	0.191	1389.98	26011	Homo sapiens	teneurin transmembrane protein 4(TENM4)	TENM4
NM_001098818	-2.05	0.158	164.39	5143	Homo sapiens	phosphodiesterase 4C(PDE4C)	PDE4C
NM_001098819	-2.29	0.163	94.18	5143	Homo sapiens	phosphodiesterase 4C(PDE4C)	PDE4C
NM_001098825	-1.31	0.123	309.24	641649	Homo sapiens	transmembrane protein 91(TMEM91)	Tmem91
NM_001098830	-3.87	0.342	29.11	642394	Homo sapiens	ADARB2 antisense RNA 1(ADARB2-AS1)	ADARB2-AS1
NM_001098834	-2.84	0.131	23.59	2636	Homo sapiens	gastrulation brain homeobox 1(GBX1)	GBX1
NM_001098835	-6.63	0.177	190.78	219995	Homo sapiens	membrane spanning 4-domains A15(MS4A15)	MS4A15
NM_001099218	-1.91	0.434	23.6	729475	Homo sapiens	RAD51 associated protein 2(RAD51AP2)	RAD51AP2
NM_001099222	-1.06	0.218	2291.69	80173	Homo sapiens	intraflagellar transport 74(IFT74)	IFT74
NM_001099269	-1.94	0.0613	7601.52	440515	Homo sapiens	zinc finger protein 506(ZNF506)	ZNF506
NM_001099280	-11.71	0.137	3359.7	727957	Homo sapiens	maestro heat like repeat family member 1(MROH1)	MROH1
NM_001099281	-7.73	0.155	212.98	727957	Homo sapiens	maestro heat like repeat family member 1(MROH1)	MROH1
NM_001099284	-1.14	0.268	1962.31	8187	Homo sapiens	zinc finger protein 239(ZNF239)	ZNF239
NM_001099287	-3.87	0.37	156.7	348938	Homo sapiens	NIPA like domain containing 4(NIPAL4)	NIPAL4
NM_001099334	-4.08	0.177	0.06	389073	Homo sapiens	chromosome 2 open reading frame 80(C2orf80)	C2orf80
NM_001099407	-1	0.0637	363.44	55184	Homo sapiens	double zinc ribbon and ankyrin repeat domains 1(DZANK1)	DZANK1
NM_001099408	-6.65	0.294	454.96	253314	Homo sapiens	eukaryotic translation initiation factor 4E family member 1B(EIF4E1B)	EIF4E1B
NM_001099413	-1.21	0.117	6261.55	7994	Homo sapiens	lysine acetyltransferase 6A(KAT6A)	KAT6A
NM_001099432	-1.7	0.0506	3748.09	54828	Homo sapiens	BCAS3, microtubule associated cell migration factor(BCAS3)	BCAS3
NM_001099433	-5.2	0.332	243.86	152789	Homo sapiens	janus kinase and microtubule interacting protein 1(JAKMIP1)	JAKMIP1
NM_001099456	-2.28	0.116	281.32	283869	Homo sapiens	neuropeptide W(NPW)	NPW
NM_001099626	-1.32	0.188	1675.08	56181	Homo sapiens	mitochondrial fission regulator 1 like(MTFR1L)	MTFR1L
NM_001099658	-5.52	0.354	2953.73	54674	Homo sapiens	leucine rich repeat neuronal 3(LRRN3)	LRRN3
NM_001099660	-3.01	0.396	362.97	54674	Homo sapiens	leucine rich repeat neuronal 3(LRRN3)	LRRN3
NM_001099667	-2.04	0.483	7.28	387715	Homo sapiens	age-related maculopathy susceptibility 2(ARMS2)	ARMS2
NM_001099679	-1.08	0.167	19347.33	22954	Homo sapiens	tripartite motif containing 32(TRIM32)	TRIM32
NM_001099691	-3.3	0.0573	4525.69	7039	Homo sapiens	transforming growth factor alpha(TGFA)	TGFA
NM_001099694	-1.73	0.0576	2322.36	147660	Homo sapiens	zinc finger protein 578(ZNF578)	ZNF578
NM_001099735	-7.75	0.295	215.5	1160	Homo sapiens	creatine kinase, mitochondrial 2(CKMT2)	CKMT2
NM_001099736	-7.66	0.289	201.6	1160	Homo sapiens	creatine kinase, mitochondrial 2(CKMT2)	CKMT2
NM_001099745	-3.18	0.0576	760.64	55638	Homo sapiens	syntabulin(SYBU)	SYBU
NM_001099746	-2.72	0.209	190.61	55638	Homo sapiens	syntabulin(SYBU)	SYBU
NM_001099748	-2.71	0.0672	641.97	55638	Homo sapiens	syntabulin(SYBU)	SYBU
NM_001099749	-2.74	0.0685	173.9	55638	Homo sapiens	syntabulin(SYBU)	SYBU
NM_001099750	-1.73	0.0825	226.47	55638	Homo sapiens	syntabulin(SYBU)	SYBU
NM_001099752	-3.34	0.0583	811.56	55638	Homo sapiens	syntabulin(SYBU)	SYBU
NM_001099753	-2.39	0.0556	535.69	55638	Homo sapiens	syntabulin(SYBU)	SYBU
NM_001099755	-2.87	0.129	153.67	55638	Homo sapiens	syntabulin(SYBU)	SYBU
